Architecture/STREAM fee/FEE structure/NONE in/NONE Maulana Azad Institute of Dental Sciences - [MAIDS], New Delhi
is/NONE Adi Shankara Institute of Engineering and Technology - [ASIET] Kalady, Ernakulam ugc/AFFILIATION granted/AFFILIATION or approved/AFFILIATION

rank/RANK of/NONE Laljibhai Chaturbhai Institute of Technology - [LCIT], Ahmedabad

rank/RANK of/NONE VVP Engineering College - [VVPEC], Rajkot

rank/RANK of/NONE Anand Institute of Higher Technology - [AIHT], Chennai

rank/RANK of/NONE Patel College of Science and Technology - [PCST], Bhopal

rank/RANK of/NONE Global Business School - [GBS], Hubli

rank/RANK of/NONE Entrepreneurship Development Institute of India - [EDI], Gandhi Nagar

rank/RANK of/NONE National University of Advanced Legal Studies - [NUALS], Ernakulam

rank/RANK of/NONE Indus Business Academy - [IBA], Greater Noida

college/ALL details/ALL Indian Institute of Management - [IIM], Ahmedabad

college/ALL details/ALL National Law School of India University - [NLSIU], Bangalore

college/ALL details/ALL Armed Forces Medical College - [AFMC], Pune

college/ALL details/ALL Aligarh Muslim University - [AMU], Aligarh

college/ALL details/ALL Christian Medical College - [CMC], Vellore

college/ALL details/ALL Indian Institute of Management - [IIMB], Bangalore

college/ALL details/ALL The West Bengal National University of Juridical Sciences - [NUJS], Kolkata

college/ALL details/ALL Maulana Azad Medical College - [MAMC], New Delhi

college/ALL details/ALL Hans Raj College - [HRC], New Delhi

college/ALL details/ALL Christ University, Science, Bangalore

college/ALL details/ALL Christ University, Bangalore

college/ALL details/ALL Christ University, Commerce And Management, Bangalore

college/ALL details/ALL Management Development Institute - [MDI], Gurgaon

college/ALL details/ALL Sri Ramachandra University, Chennai

college/ALL details/ALL School of Law, Christ University, Bangalore

college/ALL details/ALL Christ University, Faculty of Engineering, Bangalore

college/ALL details/ALL Christ University, Business Studies and Social Science, Bangalore

college/ALL details/ALL Shri Ram College of Commerce - [SRCC], New Delhi

college/ALL details/ALL Symbiosis Law School - [SLS], Noida

college/ALL details/ALL Madurai Diraviyam Thayumanavar Hindu College, Tirunelveli

Hindu College, Moradabad college/ALL details/ALL

Hindu College of Education, Guntur college/ALL details/ALL

Hindu College of Education, Hisar college/ALL details/ALL

South Travancore Hindu College Nagercoil, Kanchipuram college/ALL details/ALL

NSS Hindu College, Changanacherry college/ALL details/ALL

S.T. Hindu College of Education, Kanyakumari college/ALL details/ALL

Gobardanga Hindu College, North 24 Parganas college/ALL details/ALL

Hindu College of Pharmacy, Guntur college/ALL details/ALL

Indian Institute of Management - [IIMK], Kozhikode college/ALL details/ALL

Hindu College of Engineering and Techonology, Guntur college/ALL details/ALL

The M.D.T.Hindu College, Tirunelveli college/ALL details/ALL

Hindu College of Pharmacy, Sonepat college/ALL details/ALL

Sh. L.N Hindu College, Rohtak college/ALL details/ALL

ILS Law College - [ILS], Pune college/ALL details/ALL

Hindu College, Guntur college/ALL details/ALL

Hindu College, Amritsar college/ALL details/ALL

Daita Sriramulu Hindu College of Law, Machilipatnam college/ALL details/ALL

Dharmamurthi Rao Bahadur Calavala Cunnan Chettys Hindu College - [DRBCCC], Chennai college/ALL details/ALL

Ramjas College, New Delhi college/ALL details/ALL

Thapar Institute of Engineering and Technology University - [Thapar University], Patiala college/ALL details/ALL

Madras Christian College - [MCC], Chennai facilities/FACILITY

International Management Institute - [IMI], New Delhi facilities/FACILITY

Army Institute of Law - [AIL], Mohali facilities/FACILITY

Government Medical College and Hospital - [GMCH], Chandigarh facilities/FACILITY

Indian Institute of Information Technology - [IIIT], Allahabad facilities/FACILITY

Goa Medical College and Hospital, Bicholim facilities/FACILITY

Shri Vasantrao Naik Government Medical College and Hospital - [SVNGMC], Yavatmal facilities/FACILITY

Mahatma Gandhi Medical College and Hospital, Jaipur facilities/FACILITY

Pacific Medical College and Hospital - [PMCH], Udaipur facilities/FACILITY

Pt. Jawahar Lal Nehru Government Medical College and Hospital - [GMCH], Chamba facilities/FACILITY

SLN Medical College and Hospital, Koraput facilities/FACILITY

JSS Medical College and Hospital, Mysore facilities/FACILITY

Vinayaka Missions Medical College and Hospital - [VMMCH], Karaikal facilities/FACILITY

Bharati Vidyapeeth Deemed University Medical College and Hospital, Sangli facilities/FACILITY

Maharaja Krishna Chandra Gajapati Medical College and Hospital - [MKCG], Berhampur facilities/FACILITY

Katuri Medical College and Hospital, Guntur facilities/FACILITY

Bakson Homoeopathic Medical College and Hospital - [BHMCH], Greater Noida facilities/FACILITY

Anugrah Narayan Magadh Medical College and Hospital - [ANMMCH], Gaya facilities/FACILITY

District Homoeopathic Medical College and Hospital - [DHMCH], Ratlam facilities/FACILITY

Sree Balaji Medical College and Hospital - [SBMCH], Chennai facilities/FACILITY

Gauhati Medical College and Hospital - [GMCH], Guwahati facilities/FACILITY

Chirayu Medical College and Hospital - [CMCH], Bhopal facilities/FACILITY

Annapoorna Medical College and Hospital, Salem facilities/FACILITY

Basaveshwara Medical College and Hospital - [BMCH], Chitradurga facilities/FACILITY

Z.V.M. Unani Medical College and Hospital, Pune facilities/FACILITY

Dr. Somervell Memorial CSI Medical College and Hospital - [Dr. SMCSI], Thiruvananthapuram facilities/FACILITY

JSS Ayurvedic Medical College and Hospital - [JSSAMC], Mysore facilities/FACILITY

Sri Shivayogeeshwar Rural Ayurvedic Medical College and Hospital facilities/FACILITY

, Belgaum facilities/FACILITY

KVG Medical College and Hospital, Sullia facilities/FACILITY

Sri Ram Chandra Bhanj Medical College and Hospital - [SCBMCH], Cuttack facilities/FACILITY

MES Medical College and Hospital, Malappuram facilities/FACILITY

Narayana Medical College and Hospital, Nellore facilities/FACILITY

Sri Manakula Vinayagar Medical College and Hospital - [SMVMCH], Pondicherry facilities/FACILITY

Government Medical College and Hospital, Aurangabad facilities/FACILITY

Government Sivagangai Medical College and Hospital, Sivaganga facilities/FACILITY

Government Villupuram Medical College and Hospital, Villupuram facilities/FACILITY

GMERS Medical College and Hospital, Ahmedabad facilities/FACILITY

A.C.S. Medical College and Hospital, Chennai facilities/FACILITY

R. G. Kar Medical College and Hospital - [RGKMCH], Kolkata facilities/FACILITY

Bangalore Medical College and Research Institute - [BMCRI], Bangalore facilities/FACILITY
